city,country,name,properties,Air conditioning,BBQ grill,Baby safety gates,Backyard,Baking sheet,Bathtub,Bed linens,Bidet,Body soap,Books and reading material,Breakfast,Carbon monoxide alarm,Ceiling fan,Central heating,Children’s books and toys,Cleaning products,Clothing storage,Coffee,Coffee maker,Conditioner,Cooking basics,Crib,Dedicated workspace,Dining table,Dishes and silverware,Dishwasher,Dryer,Drying rack for clothing,Elevator,Essentials,Ethernet connection,Extra pillows and blankets,Fire extinguisher,First aid kit,Free driveway parking on premises,Free street parking,Freezer,"HDTV with Netflix, standard cable",Hair dryer,Hangers,Heating,High chair,Hot water,Hot water kettle,Indoor fireplace,Iron,Kitchen,Laundromat nearby,Lockbox,Long term stays allowed,Luggage dropoff allowed,Microwave,Mini fridge,Mosquito net,Outdoor furniture,Outlet covers,Oven,Paid parking off premises,Paid parking on premises,Patio or balcony,Portable fans,Private entrance,Radiant heating,Refrigerator,Room-darkening shades,Security cameras on property,Self check-in,Shampoo,Shower gel,Single level home,Smoke alarm,Smoking allowed,Sound system with aux,Stove,Suitable for events,TV,Trash compactor,Washer,Wifi,Wine glasses,geneva green conditioner
Dilijan,Armenia,Apartment in Dilijan,"What this place offers Bathroom Hair dryer Shampoo Bedroom and laundry Washer Essentials Towels, bed sheets, soap, and toilet paper Hangers Iron Heating and cooling Heating Home safety Smoke alarm Fire extinguisher First aid kit Internet and office Wifi Available throughout the listing Kitchen and dining Kitchen Space where guests can cook their own meals Refrigerator Cooking basics Pots and pans, oil, salt and pepper Dishes and silverware Stove Location features Private entrance Separate street or building entrance Parking and facilities Free parking on premises Free street parking Elevator The home or building has an elevator that’s at least 52 inches deep and a doorway at least 32 inches wide. Services Smoking allowed Long term stays allowed Allow stay for 28 days or more ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Dilijan,Armenia,Dilijan Cottage,"What this place offers Bathroom Hot water Bedroom and laundry Washer Essentials Towels, bed sheets, soap, and toilet paper Hangers Bed linens Heating and cooling Heating Internet and office Wifi Available throughout the listing Dedicated workspace Pocket wifi Kitchen and dining Kitchen Space where guests can cook their own meals Refrigerator Cooking basics Pots and pans, oil, salt and pepper Dishwasher Stove Location features Private entrance Separate street or building entrance Outdoor Patio or balcony Parking and facilities Free parking on premises Services Long term stays allowed Allow stay for 28 days or more ",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Dilijan,Armenia,Dilijan Cottage,"What this place offers Bathroom Hot water Bedroom and laundry Washer Essentials Towels, bed sheets, soap, and toilet paper Hangers Bed linens Heating and cooling Heating Internet and office Wifi Available throughout the listing Dedicated workspace Pocket wifi Kitchen and dining Kitchen Space where guests can cook their own meals Refrigerator Cooking basics Pots and pans, oil, salt and pepper Dishwasher Stove Location features Private entrance Separate street or building entrance Outdoor Patio or balcony Parking and facilities Free parking on premises Services Long term stays allowed Allow stay for 28 days or more ",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Dilijan,Armenia,Petit Dillian Summer.,"What this place offers Bathroom Hair dryer Bedroom and laundry Washer Essentials Towels, bed sheets, soap, and toilet paper Hangers Iron Entertainment TV Heating and cooling Heating Kitchen and dining Kitchen Space where guests can cook their own meals Location features Private entrance Separate street or building entrance Parking and facilities Free parking on premises Free street parking Services Long term stays allowed Allow stay for 28 days or more ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Dilijan,Armenia,Guesthouse/B&B,"What this place offers Bathroom Hair dryer Bedroom and laundry Washer Dryer Essentials Towels, bed sheets, soap, and toilet paper Hangers Iron Entertainment TV Suitable for events The listing can accommodate a gathering of 25 or more attendees Heating and cooling Heating Internet and office Wifi Available throughout the listing Kitchen and dining Kitchen Space where guests can cook their own meals Cooking basics Pots and pans, oil, salt and pepper Location features Private entrance Separate street or building entrance Parking and facilities Free parking on premises Services Pets allowed Assistance animals are always allowed Breakfast Breakfast is provided Smoking allowed Long term stays allowed Allow stay for 28 days or more ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Dilijan,Armenia,Jermatun Rustic Wooden Cottage,"What this place offers Bathroom Bathtub Hair dryer Shampoo Hot water Bedroom and laundry Essentials Towels, bed sheets, soap, and toilet paper Hangers Heating and cooling Indoor fireplace Heating Internet and office Wifi Available throughout the listing Dedicated workspace Kitchen and dining Dishes and silverware Location features Private entrance Separate street or building entrance Outdoor Patio or balcony Backyard An open space on the property usually covered in grass Outdoor furniture BBQ grill Parking and facilities Free parking on premises Free street parking Services Pets allowed Assistance animals are always allowed Self check-in Keypad Check yourself into the home with a door code ",0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Dilijan,Armenia,Guesthouse 121,"What this place offers Bathroom Hair dryer Shampoo Hot water Bedroom and laundry Washer Essentials Towels, bed sheets, soap, and toilet paper Hangers Bed linens Extra pillows and blankets Iron Entertainment Suitable for events The listing can accommodate a gathering of 25 or more attendees Heating and cooling Air conditioning Heating Home safety Smoke alarm Carbon monoxide alarm Internet and office Wifi Available throughout the listing Kitchen and dining Kitchen Space where guests can cook their own meals Refrigerator Dishes and silverware Stove Coffee maker Barbecue utensils Location features Private entrance Separate street or building entrance Outdoor Patio or balcony Backyard An open space on the property usually covered in grass BBQ grill Parking and facilities Free parking on premises Free street parking Services Breakfast Breakfast is provided Long term stays allowed Allow stay for 28 days or more ",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Dilijan,Armenia,B&B Old Dili Cottage,"What this place offers Bathroom Hair dryer Shampoo Hot water Bedroom and laundry Washer Dryer Essentials Towels, bed sheets, soap, and toilet paper Hangers Bed linens Extra pillows and blankets Room-darkening shades Iron Entertainment TV with standard cable Family Children’s books and toys Heating and cooling Heating Home safety Smoke alarm Lock on bedroom door Private room can be locked for safety and privacy First aid kit Internet and office Wifi Available throughout the listing Kitchen and dining Kitchen Space where guests can cook their own meals Refrigerator Microwave Cooking basics Pots and pans, oil, salt and pepper Dishes and silverware Stove Location features Private entrance Separate street or building entrance Outdoor Patio or balcony Backyard An open space on the property usually covered in grass Parking and facilities Free parking on premises Free street parking Private living room Services Luggage dropoff allowed For guests' convenience when they have early arrival or late departure Long term stays allowed Allow stay for 28 days or more ",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Dilijan,Armenia,Wishing to experience Dilijan differently?,"What this place offers Bathroom Hair dryer Shampoo Hot water Bedroom and laundry Washer Dryer Essentials Towels, bed sheets, soap, and toilet paper Hangers Iron Entertainment TV Suitable for events The listing can accommodate a gathering of 25 or more attendees Heating and cooling Air conditioning Indoor fireplace Heating Home safety Smoke alarm Fire extinguisher First aid kit Internet and office Wifi Available throughout the listing Dedicated workspace Kitchen and dining Kitchen Space where guests can cook their own meals Cooking basics Pots and pans, oil, salt and pepper Location features Private entrance Separate street or building entrance Outdoor Backyard An open space on the property usually covered in grass Parking and facilities Free parking on premises Hot tub Services Smoking allowed Long term stays allowed Allow stay for 28 days or more ",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Dilijan,Armenia,Beautiful Apartment,"What this place offers Bathroom Hair dryer Shampoo Hot water Bedroom and laundry Washer Essentials Towels, bed sheets, soap, and toilet paper Hangers Iron Entertainment TV Suitable for events The listing can accommodate a gathering of 25 or more attendees Heating and cooling Heating Home safety First aid kit Internet and office Wifi Available throughout the listing Kitchen and dining Kitchen Space where guests can cook their own meals Parking and facilities Free parking on premises Elevator The home or building has an elevator that’s at least 52 inches deep and a doorway at least 32 inches wide. Services Breakfast Breakfast is provided Long term stays allowed Allow stay for 28 days or more ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
