city,country,name,host_since,host_response_rate,host_identity_verified,review,superhost,property_type,accomodates,number_bathroom,number_bedroom,number_beds,rating,price,cleanliness,accuracy,communication,location,check_in,value
Yerevan,Armenia,Yerevan4you Terrace,2018.0,100.0,Identity verified,193.0,Super host,Entire rental unit,4.0,1.0,1.0,2.0,5.0,75.0,5.0,5.0,5.0,5.0,5.0,5.0
Yerevan,Armenia,✨ 2-BDR apt. near ✔️ Northern Avenue (New Building),2016.0,100.0,Identity verified,221.0,Super host,Entire rental unit,6.0,2.0,2.0,4.0,4.82,85.0,4.9,5.0,5.0,5.0,5.0,4.9
Yerevan,Armenia,Yerevan Station Apartment,2017.0,,Identity not verified,14.0,Super host,Entire serviced apartment,3.0,1.0,1.0,1.0,4.92,22.0,4.9,5.0,4.9,4.5,4.8,4.8
Yerevan,Armenia,➤ One BDR on Republic Square ★ Buzand Str. #17,2020.0,94.0,Identity verified,189.0,Super host,Entire rental unit  Inn,3.0,1.0,1.0,1.0,4.91,52.0,4.6,5.0,5.0,5.0,5.0,5.0
Yerevan,Armenia,❤ of Opera ✔ Netflix ✔ Balcony ✔ Self Check-In,2016.0,100.0,Identity verified,240.0,Super host,Entire rental unit,4.0,1.0,2.0,3.0,5.0,54.0,4.7,4.8,5.0,5.0,5.0,4.8
Yerevan,Armenia,➤ Charming View ➢ 19-th floor ★ on Republic Square,2020.0,94.0,Identity verified,189.0,Super host,Entire rental unit  Inn,6.0,2.0,2.0,3.0,4.55,120.0,4.6,4.7,4.8,5.0,5.0,4.5
Yerevan,Armenia,Уютная квартира в центре Еревана,2017.0,100.0,Identity verified,60.0,regular host,Entire rental unit,4.0,1.0,1.0,1.0,0.0,35.0,,,,,,
Stepanavan,Armenia,Major's House Boutique Hotel in Stepanavan,2021.0,100.0,Identity verified,0.0,regular host,Room in boutique hotel,2.0,1.0,1.0,1.0,0.0,100.0,,,,,,
Dilijan,Armenia,Bel Appart,2014.0,,Identity verified,0.0,regular host,Entire condominium (condo),4.0,1.0,1.0,1.0,0.0,85.0,,,,,,
Yerevan,Armenia,➤ 2 BDR with City View ✦ on Sayat-Nova Ave. #40,2020.0,95.0,Identity verified,42.0,Super host,Entire rental unit  Inn,5.0,1.5,2.0,3.0,0.0,61.0,,,,,,
Yerevan,Armenia,LUXURIOUS STONE APARTMENT IN REPUBLIC SQUARE,2016.0,100.0,Identity verified,1.0,Super host,Entire serviced apartment,6.0,1.0,2.0,2.0,4.98,52.0,5.0,5.0,5.0,5.0,5.0,5.0
Dilijan,Armenia,Villa Jrhogher Dilijan,2015.0,100.0,Identity not verified,17.0,regular host,Entire residential home,8.0,2.0,3.0,8.0,4.65,212.0,4.8,4.8,4.8,4.5,4.8,4.3
Yerevan,Armenia,LUXURY DUPLEX APARTMENT ON THE REPUBLIC SQUARE,2016.0,100.0,Identity verified,1.0,Super host,Entire serviced apartment,6.0,2.0,2.0,2.0,5.0,52.0,5.0,5.0,4.9,5.0,5.0,4.9
Yerevan,Armenia,"🌟 New Luxury apartment ✔️ City Center, MyStreet",2016.0,100.0,Identity verified,221.0,Super host,Entire serviced apartment,4.0,1.0,1.0,2.0,5.0,61.0,5.0,4.3,5.0,4.3,5.0,4.7
Dilijan,Armenia,"""Petit Dilijan - Autumn""",2014.0,,Identity not verified,31.0,regular host,Entire guesthouse,2.0,1.0,1.0,1.0,0.0,21.0,,,,,,
Yerevan,Armenia,Apartment & Tours for your safe rest,2017.0,100.0,Identity verified,47.0,regular host,Entire rental unit,4.0,1.0,1.0,1.0,5.0,25.0,5.0,5.0,5.0,4.3,4.7,5.0
Yerevan,Armenia,1 BDR with balcony on Koghbatsi 16,2020.0,97.0,Identity verified,174.0,Super host,Entire rental unit,3.0,1.0,1.0,1.0,4.9,56.0,4.9,5.0,4.9,4.9,4.8,5.0
Yerevan,Armenia,➤ Specious Two BDR & Two Baths ★ on Aram Str. #74,2020.0,94.0,Identity verified,189.0,Super host,Entire rental unit  Inn,5.0,2.0,2.0,3.0,5.0,103.0,5.0,5.0,4.8,5.0,4.8,5.0
Yerevan,Armenia,➤ Panoramic One BDR ★ Buzand Str. #17,2020.0,94.0,Identity verified,189.0,Super host,Entire rental unit  Inn,3.0,1.0,1.0,1.0,5.0,54.0,4.8,4.9,4.9,5.0,4.9,4.8
Yerevan,Armenia,1 BDR on Buzand 17 with Balcony,2020.0,97.0,Identity verified,174.0,Super host,Entire rental unit,3.0,1.0,1.0,1.0,5.0,58.0,5.0,5.0,5.0,5.0,5.0,5.0
Yerevan,Armenia,❤ of Republic Sq✔Balcony✔Self CheckIn✔Full Kitchen,2016.0,100.0,Identity verified,240.0,Super host,Entire rental unit,2.0,1.0,1.0,2.0,5.0,51.0,5.0,4.9,5.0,4.8,5.0,4.8
Dzorakap,Armenia,Apple Tree Family Home (ECO),2019.0,100.0,Identity verified,1.0,regular host,Entire residential home,4.0,1.5,1.0,2.0,0.0,48.0,,,,,,
Yerevan,Armenia,❤ of Republic Sq✔Balcony✔Self CheckIn✔Full Kitchen,2016.0,100.0,Identity verified,240.0,Super host,Entire rental unit,2.0,1.0,1.0,2.0,5.0,51.0,5.0,4.9,5.0,4.8,5.0,4.8
Yerevan,Armenia,➤ Two BDR Panoramic ✦ on Kajaznuni Str. #20/1,2020.0,95.0,Identity verified,42.0,Super host,Entire rental unit  Inn,5.0,1.0,2.0,2.0,0.0,90.0,,,,,,
Aragatsotn,Armenia,Домик влюбленного гномика!,2015.0,50.0,Identity not verified,26.0,regular host,Hut,2.0,0.0,1.0,2.0,0.0,21.0,,,,,,
Yerevan,Armenia,Amiryan Cozy Apartment,2019.0,100.0,Identity verified,27.0,Super host,Entire rental unit,3.0,1.0,1.0,1.0,5.0,37.0,4.9,5.0,5.0,5.0,5.0,5.0
Yerevan,Armenia,Business 1 BDR Apartment on Republic Square by RIS,2018.0,,Identity not verified,15.0,Super host,Entire rental unit,2.0,1.0,1.0,1.0,4.93,43.0,4.9,4.8,4.9,5.0,4.9,4.9
Yerevan,Armenia,Fancy Loft with Terrace at RIS Dalma Collection,2014.0,100.0,Identity verified,536.0,Super host,Entire serviced apartment,4.0,1.0,1.0,2.0,5.0,103.0,5.0,5.0,4.9,4.9,5.0,4.8
Yerevan,Armenia,Apartment in center North Avenue,2016.0,100.0,Identity verified,1.0,Super host,Entire rental unit,3.0,1.0,1.0,1.0,4.94,35.0,5.0,5.0,5.0,5.0,5.0,5.0
Yerevan,Armenia,Rent home . Transfer .... Cognac and vine free,2019.0,100.0,Identity not verified,1.0,regular host,Entire rental unit  Авет,4.0,1.0,2.0,2.0,0.0,20.0,,,,,,
Yerevan,Armenia,Стильная квартира с видом на Арарат.,2019.0,100.0,Identity not verified,18.0,regular host,Entire rental unit,4.0,1.0,1.0,2.0,5.0,29.0,4.9,5.0,5.0,4.8,5.0,5.0
Yerevan,Armenia,Quiet apartment in the city center,2014.0,100.0,Identity verified,136.0,Super host,Entire rental unit,2.0,1.0,1.0,1.0,4.97,24.0,5.0,5.0,5.0,4.9,5.0,4.9
Yerevan,Armenia,Nice apt at Republic Square. New building!,2015.0,100.0,Identity verified,304.0,Super host,Entire rental unit,4.0,1.0,1.0,3.0,4.86,150.0,4.8,4.9,4.9,5.0,4.9,4.9
Dilijan,Armenia,Dilijan Nice View,2017.0,100.0,Identity not verified,9.0,regular host,Entire rental unit,5.0,1.0,2.0,5.0,4.89,33.0,5.0,5.0,5.0,5.0,5.0,4.8
Yerevan,Armenia,★Urban Luxury Oasis★Near Republic Square,2018.0,100.0,Identity not verified,110.0,Super host,Entire rental unit,2.0,1.0,0.0,1.0,4.95,40.0,5.0,4.9,5.0,5.0,5.0,4.8
Yerevan,Armenia,1 BDR on Buzand 17 with Balcony,2020.0,97.0,Identity verified,174.0,Super host,Entire rental unit,3.0,1.0,1.0,1.0,5.0,58.0,5.0,5.0,5.0,5.0,5.0,5.0
Yerevan,Armenia,Cozy apartment for authentic Yerevan experience,2019.0,100.0,Identity verified,3.0,regular host,Entire rental unit,4.0,1.0,1.0,2.0,5.0,32.0,5.0,5.0,5.0,5.0,5.0,5.0
Dilijan,Armenia,Renovated village house in Dilijan,2012.0,100.0,Identity not verified,6.0,regular host,Entire villa,8.0,2.5,4.0,6.0,5.0,151.0,4.8,4.8,5.0,5.0,5.0,4.5
Dilijan,Armenia,"""Petit Dilijan - Summer""",2014.0,,Identity not verified,31.0,regular host,Entire guesthouse,2.0,1.0,1.0,1.0,0.0,21.0,,,,,,
Yerevan,Armenia,One BDR with balcony in Koghbatsi 16,2020.0,97.0,Identity verified,174.0,Super host,Entire rental unit,3.0,1.0,1.0,2.0,4.78,64.0,4.4,4.9,4.8,5.0,5.0,4.9
Yerevan,Armenia,Yerevan4you Republic Square,2018.0,100.0,Identity verified,193.0,Super host,Entire rental unit,4.0,1.0,1.0,2.0,5.0,45.0,5.0,5.0,5.0,5.0,5.0,5.0
Yerevan,Armenia,1 Bedroom Apt Near Cascade Complex by RIS,2014.0,100.0,Identity verified,536.0,Super host,Entire rental unit,2.0,1.0,1.0,1.0,5.0,43.0,4.8,5.0,5.0,5.0,4.8,4.8
Yerevan,Armenia,Home4you The Center,2019.0,100.0,Identity verified,35.0,Super host,Entire rental unit  LLC,4.0,1.0,1.0,1.0,0.0,35.0,,,,,,
Yerevan,Armenia,✦ Modern apartment ✦ City Center ✔ MyStreet,2016.0,100.0,Identity verified,221.0,Super host,Entire serviced apartment,4.0,1.0,1.0,2.0,5.0,60.0,5.0,5.0,5.0,4.8,5.0,4.8
Yerevan,Armenia,NEW Cozy and Modern Studio in the City Center,2017.0,95.0,Identity verified,333.0,Super host,Entire rental unit,2.0,1.0,0.0,1.0,4.94,32.0,4.9,5.0,5.0,4.9,5.0,4.9
Yerevan,Armenia,Cozy apartment for authentic Yerevan experience,2019.0,100.0,Identity verified,3.0,regular host,Entire rental unit,4.0,1.0,1.0,2.0,5.0,32.0,5.0,5.0,5.0,5.0,5.0,5.0
Yerevan,Armenia,Apartment next to Opera House,2015.0,100.0,Identity verified,152.0,regular host,Entire chalet,6.0,1.0,2.0,4.0,4.87,54.0,4.8,4.9,5.0,5.0,5.0,4.8
Yerevan,Armenia,★ Bells of Ireland ✔ Self Checkin ✔ Balcony ✔ BBQ,2016.0,100.0,Identity verified,240.0,Super host,Entire rental unit,2.0,1.0,0.0,2.0,4.95,28.0,5.0,5.0,5.0,5.0,5.0,5.0
Yerevan,Armenia,Apartment in city center with a small balcony,2015.0,100.0,Identity verified,250.0,Super host,Entire rental unit,5.0,1.0,2.0,2.0,4.89,41.0,5.0,4.8,4.9,5.0,4.8,4.9
Yerevan,Armenia,"""HEART OF YEREVAN"" APARTMENT OF REPUBLIC SQUERE",2016.0,100.0,Identity verified,1.0,Super host,Entire serviced apartment,3.0,1.0,1.0,1.0,4.94,35.0,4.9,5.0,5.0,5.0,5.0,4.9
Yerevan,Armenia,➤ Next to Dalma Mall ★ Two BDR Apartment,2020.0,94.0,Identity verified,189.0,Super host,Entire rental unit  Inn,5.0,1.0,2.0,2.0,5.0,54.0,5.0,5.0,5.0,5.0,5.0,5.0
Yerevan,Armenia,Yerevan4you Terrace Mandarin,2018.0,100.0,Identity verified,193.0,Super host,Entire rental unit,4.0,1.0,1.0,2.0,4.93,75.0,4.9,4.9,5.0,4.9,4.9,4.9
Yerevan,Armenia,2 BDR on Tumanyan 31,2020.0,97.0,Identity verified,174.0,Super host,Entire rental unit,5.0,1.5,2.0,2.0,0.0,66.0,,,,,,
Yerevan,Armenia,❃ Studio Lily ✔ Self Checkin ✔ Garden ✔ BBQ,2016.0,100.0,Identity verified,240.0,Super host,Entire rental unit,2.0,1.0,0.0,2.0,5.0,26.0,5.0,5.0,5.0,5.0,5.0,5.0
Yerevan,Armenia,"""HEART OF YEREVAN"" APARTMENT OF REPUBLIC SQUERE",2016.0,100.0,Identity verified,1.0,Super host,Entire serviced apartment,3.0,1.0,1.0,1.0,4.94,35.0,4.9,5.0,5.0,5.0,5.0,4.9
Yerevan,Armenia,Huge 2BR Apartment with 2 Balconies at Kantar,2014.0,100.0,Identity verified,536.0,Super host,Room in serviced apartment,8.0,2.5,2.0,3.0,4.82,100.0,4.9,4.9,5.0,4.9,4.9,4.6
Yerevan,Armenia,LARGE 5 BEDROOM LUXURY VILLA,2016.0,100.0,Identity verified,33.0,regular host,Entire villa,10.0,2.0,5.0,8.0,4.7,120.0,4.5,4.7,5.0,4.6,5.0,4.5
Yerevan,Armenia,1 BDR. apt. with balcony on Aram 48 street,2020.0,97.0,Identity verified,174.0,Super host,Entire rental unit,3.0,1.0,1.0,1.0,5.0,57.0,4.9,4.9,5.0,5.0,5.0,4.7
Yerevan,Armenia,Home4you The Luxe,2019.0,100.0,Identity verified,35.0,Super host,Entire rental unit  LLC,4.0,1.0,1.0,1.0,0.0,35.0,,,,,,
Yerevan,Armenia,1 BDR apartment on Northern Avenue 2 street,2020.0,94.0,Identity verified,220.0,Super host,Entire rental unit,2.0,1.5,1.0,1.0,5.0,64.0,5.0,5.0,5.0,5.0,5.0,5.0
Yerevan,Armenia,2 BDR with Balcony on Northern avenue,2020.0,97.0,Identity verified,174.0,Super host,Entire rental unit,5.0,1.0,2.0,2.0,4.92,116.0,4.8,5.0,5.0,5.0,5.0,4.8
Yerevan,Armenia,❃Tulip ✔1BR ✔ Self Checkin ✔ Garden ✔ BBQ ✔Netflix,2016.0,100.0,Identity verified,240.0,Super host,Entire rental unit,4.0,1.0,1.0,2.0,5.0,38.0,5.0,5.0,5.0,4.7,5.0,4.9
Yerevan,Armenia,1-BDR with Mountain View at RIS Dalma Collection,2014.0,100.0,Identity verified,536.0,Super host,Entire serviced apartment,4.0,1.0,1.0,2.0,4.97,84.0,5.0,4.9,5.0,4.7,5.0,4.9
Tsaghkadzor,Armenia,Tsaghkadzor Homeland,2021.0,100.0,Identity verified,0.0,regular host,Entire villa,12.0,2.5,4.0,4.0,0.0,350.0,,,,,,
Yerevan,Armenia,➤ Fashionable 2 BDR ★ on Moskovyan str. #28,2020.0,94.0,Identity verified,189.0,Super host,Entire rental unit  Inn,5.0,1.5,2.0,2.0,4.9,84.0,4.9,4.8,4.8,4.9,4.8,4.8
Yerevan,Armenia,❃ Studio Lily ✔ Self Checkin ✔ Garden ✔ BBQ,2016.0,100.0,Identity verified,240.0,Super host,Entire rental unit,2.0,1.0,0.0,2.0,5.0,26.0,5.0,5.0,5.0,5.0,5.0,5.0
Yerevan,Armenia,Business 1 BDR Apartment on Republic Square by RIS,2014.0,100.0,Identity verified,536.0,Super host,Entire condominium (condo),2.0,1.0,1.0,1.0,4.89,43.0,4.9,4.9,5.0,5.0,4.9,4.8
Yerevan,Armenia,Stylish 1 BDR. apartment on Buzand 17 str.,2020.0,94.0,Identity verified,220.0,Super host,Entire rental unit,3.0,1.0,1.0,1.0,4.8,60.0,5.0,4.8,4.9,5.0,5.0,4.6
Yerevan,Armenia,"Малый Центр , Кентрон 2 комнатная квартира 60/кв2",2019.0,100.0,Identity not verified,16.0,Super host,Entire rental unit,4.0,1.0,1.0,2.0,4.75,50.0,4.8,4.9,4.8,4.9,4.6,4.9
Yerevan,Armenia,2 BDR on Nalbandyan 17-7/1,2020.0,95.0,Identity verified,42.0,Super host,Entire rental unit  Inn,4.0,1.0,2.0,3.0,0.0,48.0,,,,,,
Yerevan,Armenia,New Renovated Modern Apartment in The City Center,2017.0,100.0,Identity verified,26.0,Super host,Entire rental unit,5.0,1.0,2.0,2.0,5.0,81.0,4.9,5.0,5.0,5.0,5.0,4.8
Yerevan,Armenia,2-BDR with Aragats View at RIS Dalma Collection,2014.0,100.0,Identity verified,536.0,Super host,Entire serviced apartment,6.0,1.0,2.0,3.0,5.0,94.0,5.0,4.9,5.0,4.7,5.0,4.9
Yerevan,Armenia,"Малый Центр , Кентрон 2 комнатная квартира 60/кв2",2019.0,100.0,Identity not verified,16.0,Super host,Entire rental unit,4.0,1.0,1.0,2.0,4.75,50.0,4.8,4.9,4.8,4.9,4.6,4.9
Yerevan,Armenia,2 BDR on Nalbandyan 17-7/1,2020.0,95.0,Identity verified,42.0,Super host,Entire rental unit  Inn,4.0,1.0,2.0,3.0,0.0,48.0,,,,,,
Yerevan,Armenia,3-Bedroom Luxe Apartment,2019.0,83.0,Identity verified,17.0,Super host,Entire rental unit,6.0,1.5,2.0,5.0,0.0,27.0,,,,,,
Yerevan,Armenia,Perfect Studio Apartment in the City Center Heart,2019.0,100.0,Identity verified,180.0,Super host,Entire rental unit,2.0,1.0,0.0,0.0,5.0,64.0,5.0,5.0,5.0,5.0,4.9,4.9
Yerevan,Armenia,Квартира-студия на Каскаде,2017.0,100.0,Identity not verified,65.0,regular host,Entire rental unit,2.0,1.0,0.0,1.0,4.94,37.0,4.9,5.0,5.0,5.0,4.9,4.9
Yerevan,Armenia,Perfect 1BDR Apartment in the City Center Heart,2019.0,100.0,Identity verified,180.0,Super host,Entire rental unit,2.0,1.0,1.0,1.0,5.0,58.0,5.0,5.0,5.0,5.0,5.0,4.9
Yerevan,Armenia,1 BDR with french balcony on Koghbatsi 16,2020.0,97.0,Identity verified,174.0,Super host,Entire rental unit,3.0,1.0,1.0,1.0,5.0,74.0,5.0,5.0,5.0,5.0,5.0,5.0
Yerevan,Armenia,➤ Modern One BDR ★ by Dalma Mall,2020.0,94.0,Identity verified,189.0,Super host,Entire rental unit  Inn,3.0,1.0,1.0,1.0,5.0,52.0,4.9,4.9,4.8,4.9,4.8,4.8
Garni,Armenia,Дом на природе.,2018.0,100.0,Identity not verified,25.0,Super host,Entire villa,10.0,1.5,3.0,6.0,0.0,170.0,,,,,,
Yerevan,Armenia,Stylish Apartments of Republic Squere(City Center),2016.0,100.0,Identity verified,1.0,Super host,Entire rental unit,3.0,1.0,1.0,1.0,4.95,35.0,5.0,5.0,5.0,5.0,4.9,4.8
Yerevan,Armenia,Modern Cozy Yerevan City Center Apartment Armenia,2017.0,,Identity verified,405.0,Super host,Entire rental unit  And Mark,3.0,1.0,0.0,3.0,4.87,29.0,4.9,5.0,5.0,4.9,5.0,4.9
Yerevan,Armenia,"Просторная,светлая квартира с 2-я спальнями, центр",2013.0,,Identity verified,105.0,Super host,Entire rental unit  & Lilit,4.0,1.5,2.0,4.0,4.92,50.0,4.9,5.0,5.0,5.0,5.0,4.9
Yerevan,Armenia,Modern Vintage Stay Apartment,2019.0,100.0,Identity verified,180.0,Super host,Entire rental unit,3.0,1.0,1.0,2.0,4.89,54.0,4.9,4.9,5.0,5.0,5.0,4.7
Yerevan,Armenia,Beautiful apartments of the Republic Square,2016.0,100.0,Identity verified,1.0,Super host,Entire rental unit,2.0,1.0,1.0,1.0,4.93,36.0,4.9,4.9,5.0,5.0,4.9,4.9
Yerevan,Armenia,New apartment in the center of Yerevan,2017.0,100.0,Identity not verified,12.0,regular host,Entire rental unit,3.0,1.0,1.0,1.0,5.0,24.0,5.0,5.0,5.0,5.0,5.0,5.0
Yerevan,Armenia,"2 BDR, 2BTH on 18th floor with Terrace",2020.0,97.0,Identity verified,174.0,Super host,Entire rental unit,5.0,2.0,2.0,2.0,4.92,130.0,4.9,4.9,5.0,5.0,5.0,4.7
Yerevan,Armenia,Apartment in Yerevan,2014.0,,Identity not verified,1.0,regular host,Entire rental unit,4.0,1.0,1.0,3.0,0.0,20.0,,,,,,
Yerevan,Armenia,Lovely new modern apartment in the city centre❤️🤩,2016.0,,Identity verified,0.0,regular host,Entire rental unit,4.0,1.0,1.0,2.0,0.0,53.0,,,,,,
Yerevan,Armenia,Modern 2 bedroom apt. on Mashtots Avenue 16A,2020.0,94.0,Identity verified,220.0,Super host,Entire rental unit,5.0,1.5,2.0,3.0,0.0,74.0,,,,,,
Yerevan,Armenia,☆ Scandi Design ✔ Self-Checkin ✔ Netflix ✔ 2BR,2016.0,100.0,Identity verified,240.0,Super host,Entire rental unit,5.0,1.0,2.0,3.0,5.0,54.0,5.0,4.9,5.0,5.0,4.9,5.0
Tsaghkadzor,Armenia,Alaska Resort Tsaghkadzor,2016.0,100.0,Identity verified,73.0,Super host,Entire cottage,6.0,2.0,3.0,5.0,4.75,120.0,5.0,4.8,4.8,4.5,4.8,4.8
Gyumri,Armenia,KAYARAN home,2014.0,100.0,Identity verified,43.0,Super host,Entire rental unit,3.0,1.0,0.0,2.0,5.0,29.0,5.0,5.0,5.0,4.9,5.0,4.9
Yerevan,Armenia,2 BDR on Amiryan street with Balcony,2020.0,97.0,Identity verified,174.0,Super host,Entire rental unit,5.0,1.5,2.0,3.0,4.88,106.0,4.9,5.0,5.0,5.0,5.0,5.0
Yerevan,Armenia,➤ 19-th floor Panoramic One BDR ☆ close to Dalma,2020.0,94.0,Identity verified,189.0,Super host,Entire rental unit  Inn,3.0,1.0,1.0,1.0,4.71,52.0,4.7,4.9,5.0,5.0,4.8,4.9
Yerevan,Armenia,One BDR apartment in Koghbatsi 16,2020.0,97.0,Identity verified,174.0,Super host,Entire rental unit,4.0,1.0,1.0,1.0,4.83,56.0,5.0,5.0,4.8,5.0,5.0,5.0
Yerevan,Armenia,♫ Blue Poppy ♫ 1 BR ✔ Self Checkin ✔ Garden ✔ BBQ,2016.0,100.0,Identity verified,240.0,Super host,Entire rental unit,4.0,1.0,1.0,2.0,4.97,38.0,4.9,5.0,4.9,4.8,5.0,4.8
